x,y,region,boundary_flag
0.047544249570944,0.1582801410353581,1.0,1.0
0.0439335220996267,0.1582801410353581,1.0,1.0
0.0403227946283094,0.1568358500468312,1.0,1.0
0.0376749278160101,0.1529844074107594,1.0,1.0
0.038637788475028,0.1484108192804242,1.0,1.0
0.0376749278160101,0.1435965159853345,1.0,1.0
0.0393599339692915,0.1416707946672986,1.0,1.0
0.0420078007815908,0.1387822126902447,1.0,1.0
0.0468221040766805,0.1358936307131909,1.0,1.0
0.0521178377012791,0.1334864790656461,1.0,1.0
0.0564507106668599,0.1310793274181012,1.0,1.0
0.0607835836324407,0.1291536061000653,1.0,1.0
0.064394311103758,0.1272278847820294,1.0,1.0
0.0682457537398297,0.1216914359926763,1.0,1.0
0.0730600570349194,0.117117847862341,1.0,1.0
0.0805222271423085,0.1142292658852872,1.0,1.0
0.0872622517554341,0.1115813990729879,1.0,1.0
0.0925579853800328,0.1098963929197064,1.0,1.0
0.1017533089894549,0.1060449502836347,1.0,1.0
0.1075304729435625,0.1031563683065809,1.0,1.0
0.1130669217329157,0.100749216659036,1.0,1.0
0.1195662311812868,0.0973792043524732,1.0,1.0
0.1279912619476938,0.0930463313868924,1.0,1.0
0.1347312865608194,0.0906391797393476,1.0,1.0
0.1429156021624719,0.0877505977622938,1.0,1.0
0.1479706206223161,0.083417724796713,1.0,1.0
0.1510999177641244,0.0790848518311323,1.0,1.0
0.1547106452354417,0.0752334091950606,1.0,1.0
0.1573585120477411,0.0716226817237433,1.0,1.0
0.1633763911666032,0.0716226817237433,1.0,1.0
0.1681906944616929,0.0641605116163542,1.0,1.0
0.1739197147400708,0.0593462083212645,1.0,1.0
0.1813818848474599,0.0569390566737196,1.0,1.0
0.1888440549548489,0.0550133353556837,1.0,1.0
0.1926954975909207,0.051161892719612,1.0,1.0
0.1972690857212559,0.0458661590950133,1.0,1.0
0.2035276800048726,0.0403297103056602,1.0,1.0
0.2085826984647167,0.0374411283286063,1.0,1.0
0.213637716924561,0.034793261516307,1.0,1.0
0.2184520202196506,0.0328675401982711,1.0,1.0
0.2235070386794948,0.0304603885507262,1.0,1.0
0.2273584813155666,0.0290160975621993,1.0,1.0
0.2340985059286922,0.0263682307499,1.0,1.0
0.2396349547180454,0.0239610791023551,1.0,1.0
0.2485414158139613,0.0222760729490737,1.0,1.0
0.2560035859213504,0.0239610791023551,1.0,1.0
0.2641879015230029,0.0222760729490737,1.0,1.0
0.2704464958066195,0.0201096364662833,1.0,1.0
0.2767050900902362,0.0205910667957923,1.0,1.0
0.2832043995386072,0.0232389336080916,1.0,1.0
0.2899444241517329,0.0246832245966186,1.0,1.0
0.2986101700828943,0.0242017942671096,1.0,1.0
