x,y,region,boundary_flag
0.9987543107760656,0.0814756019622861,1.0,1.0
0.9949028681399938,0.0785870199852323,1.0,1.0
0.9917735709981856,0.0773834441614599,1.0,1.0
0.9876814131973592,0.0764205835024419,1.0,1.0
0.9843114008907964,0.0761798683376875,1.0,1.0
0.9792563824309524,0.075457722843424,1.0,1.0
0.9758863701243896,0.075457722843424,1.0,1.0
0.9717942123235632,0.0771427289967054,1.0,1.0
0.9679427696874916,0.0790684503147413,1.0,1.0
0.9638506118866652,0.0795498806442502,1.0,1.0
0.960239884415348,0.0807534564680227,1.0,1.0
0.9583580108168034,0.081793550983359,1.0,1.0
0.9573951501577854,0.0824354580893709,1.0,1.0
0.9564322894987676,0.0828633961600456,1.0,1.0
0.955041490769075,0.0843611794074068,1.0,1.0
0.9526878313803644,0.0831843497130516,1.0,1.0
0.9505481410269911,0.0822214890540336,1.0,1.0
0.9478735280852746,0.0813656129126843,1.0,1.0
0.9459478067672388,0.080509736771335,1.0,1.0
0.943380178343191,0.0809376748420097,1.0,1.0
0.9403846118484684,0.0822214890540336,1.0,1.0
0.9379239679420892,0.080509736771335,1.0,1.0
0.9347144324120296,0.0782630619002932,1.0,1.0
0.9305420362229516,0.0760163870292513,1.0,1.0
0.9272896650949972,0.076444325099926,1.0,1.0
0.923545206976594,0.076444325099926,1.0,1.0
0.9199077333758596,0.0755884489585767,1.0,1.0
0.917019151398806,0.0750535263702334,1.0,1.0
0.9139166003864146,0.0739836811935468,1.0,1.0
0.9112419874446982,0.0731278050521975,1.0,1.0
0.9078184828793012,0.0715230372871676,1.0,1.0
0.9048229163845786,0.0726998669815229,1.0,1.0
0.901827349889856,0.0741976502288841,1.0,1.0
0.8987247988774649,0.0759094025115827,1.0,1.0
0.8963711394887545,0.07612337154692,1.0,1.0
0.8940174801000439,0.0762303560645887,1.0,1.0
0.8926266813703513,0.075802417993914,1.0,1.0
0.8909149290876528,0.0748395573348961,1.0,1.0
0.8871704709692497,0.075481464440908,1.0,1.0
0.8827841057448345,0.07612337154692,1.0,1.0
0.8787186940734254,0.0776211547942812,1.0,1.0
0.8748672514373538,0.0766582941352633,1.0,1.0
0.8735834372253298,0.0749465418525647,1.0,1.0
0.8746532824020163,0.0729138360168602,1.0,1.0
0.8770069417907269,0.071095099216493,1.0,1.0
0.8773278953437329,0.0691693778984571,1.0,1.0
0.874888616997767,0.0678855636864332,1.0,1.0
0.8711441588793639,0.0666017494744092,1.0,1.0
0.8648320723369131,0.0662807959214032,1.0,1.0
0.8590549083828053,0.0663877804390719,1.0,1.0
0.8543475896053842,0.0656388888153913,1.0,1.0
0.851245038592993,0.064783012674042,1.0,1.0
0.84589581270956,0.0641411055680301,1.0,1.0
0.8425792926618316,0.066066826886066,1.0,1.0
0.8404396023084584,0.0677785791687645,1.0,1.0
0.8354113299780314,0.0677785791687645,1.0,1.0
0.830810995718279,0.0673506410980898,1.0,1.0
0.8272805066352132,0.0672436565804212,1.0,1.0
0.823857002069816,0.0659598423683973,1.0,1.0
0.8227871568931294,0.0655319042977226,1.0,1.0
0.8218242962341116,0.0676715946510958,1.0,1.0
0.8213963581634368,0.0689554088631197,1.0,1.0
0.8186147607040517,0.0693833469337944,1.0,1.0
0.8156191942093293,0.0706671611458183,1.0,1.0
0.8129445812676127,0.071095099216493,1.0,1.0
0.8120887051262634,0.0736627276405408,1.0,1.0
0.8103769528435649,0.075481464440908,1.0,1.0
0.8080232934548544,0.0753744799232394,1.0,1.0
0.8058836031014811,0.0766582941352633,1.0,1.0
0.8035941448710786,0.075802417993914,1.0,1.0
0.8007055628940247,0.0743046347465528,1.0,1.0
0.7982449189876456,0.0731278050521975,1.0,1.0
0.7973890428462964,0.0699182695221377,1.0,1.0
